i,Title,Author,Publisher,Subjects,ISBN Valid,isbn_clean,cover_url
10710,Trieste et le Frioul Vénétie Julienne,,Corlet impr; les Nouvelles éditions de l'Université,Guides touristiques et de visite; Frioul-Vénétie Julienne (Italie),9782305082493; 2305082495,9782305082493,
10711,In a thousand different ways /,"Ahern, Cecelia",HarperCollins Publishers,,000819498X; 9780008194987; 0008194971; 9780008194970,000819498X,
10712,L'odeur de la poussière chaude /,"Peeters, Frederik, 1974-",Gallimard,Bandes dessinées de science-fiction; Bandes dessinées,9782070638109; 2070638103,9782070638109,https://covers.openlibrary.org/b/id/7742618-M.jpg?default=false
10713,Latin forum [10e] /,,Etat de Vaud DJF-DGEO,Latin (langue); Civilisation antique; [Manuels d'enseignement secondaire],9782607001543; 2607001544; 9782607001550; 2607001552,9782607001543,
10714,"Le Tessin, la Suisse et l'Italie de Mussolini : fascisme et antifascisme, 1921-1935 /","Cerutti, Mauro",Payot,"antifascisme--fascisme--Italie--Ticino (Suisse, canton)--1921 / 1935; Italie--Suisse--1921 / 1935",2601030232; 9782601030235,2601030232,https://covers.openlibrary.org/b/lccn/2002399135-M.jpg?default=false
10715,Vagabond /,"Inoué, Takehiko",Tonkam,Bandes dessinées; Mangas,9782845800670; 2845800673; 9782845801158; 2845801157; 9782845801233; 2845801238; 9782845801448; 2845801440; 9782845801554; 2845801556; 9782845801561; 2845801564; 9782845801943; 2845801947; 9782845802001; 2845802005; 9782845802155; 2845802153; 978284580247,9782845800670,https://covers.openlibrary.org/b/id/8211378-M.jpg?default=false
10716,Histoire constitutionnelle de la Suisse moderne /,"Kölz, Alfred, 1944-2003",Bruylant; Stämpfli,Suisse - constitution--18e s. (fin) / 1848; Suisse - constitution; droit constitutionnel--Suisse--18e s. (fin) / 1848; Droit constitutionnel; Histoire constitutionnelle; 18e siècle (fin)-20e siècle; Rechtsgeschichte; Geschichte; Verfassungsgeschichte; Schweizergeschichte; Suisse; Schweiz,3727294574; 9783727294570; 2802721232; 9782802721239; 9783727279867; 3727279869; 9783035410082; 3035410089,3727294574,
10717,Abrégé d'archivistique : principes et pratiques du métier d'archiviste /,,Association des archivistes français,Archivistique; Archivistes--France; ARCHIVES; LITTERATURE PROFESSIONNELLE; Guides pratiques; Manuels d'enseignement,9782900175095; 2900175097,9782900175095,https://covers.openlibrary.org/b/id/10713498-M.jpg?default=false
10718,"Cuisiner sans gaz ni électricité : barbecue, feu de camp, cheminée, fumoir, cuisinière à bois, four à bois ou à pain, rocket stove, fours solaires, déshydratateur solaire... /","Louis, Linda",Editions La Plage,,9782383382300; 2383382302,9782383382300,
10719,Moins pour plus : comment la décroissance sauvera le monde /,"Hickel, Jason",Marabout,Décroissance soutenable; Philosophie économique; Économie politique,9782501157681; 2501157680,9782501157681,
10720,Christ au Jourdain : le baptême de Jésus dans la tradition judéo-chrétienne /,"Vigne, Daniel, 1954-",J Gabalda,"Jésus-Christ - baptême--""Bible. NT. Evangiles synoptiques""; littérature chrétienne--Jésus-Christ - baptême--Eglise primitive; judéo-christianisme--Jésus-Christ - baptême--Eglise primitive",2850210552; 9782850210556,2850210552,
10721,Quand l'école prétend préparer à la vie... : développer des compétences ou enseigner d'autres savoirs ? /,"Perrenoud, Philippe",ESF éditeur,école--politique de l'éducation--système d'enseignement--France; compétence--connaissance--école--finalité--programme d'études--France,9782710122944; 2710122944,9782710122944,
10722,"Faire l'école, faire la classe : précis de pédagogie /","Meirieu, Philippe",ESF Editeurs,Classes (éducation)--Conduite; Pédagogie; Éducation--Philosophie,9782710133681; 2710133687,9782710133681,https://covers.openlibrary.org/b/id/11008953-M.jpg?default=false
10723,L'école peut-elle être juste et efficace ? : de l'égalité des chances à l'égalité des acquis /,,De Boeck,Démocratisation de l'enseignement; Pédagogie de la maîtrise; Sociologie de l'éducation,9782804162733; 2804162737,9782804162733,https://covers.openlibrary.org/b/id/5471322-M.jpg?default=false
10724,Histoire du développement des fonctions psychiques supérieures /,"Vygotskiĭ, Lev Semenovich, 1896-1934",La Dispute,"Vygotskij, Lev Semenovic; Psychologie du développement; Enfants; Histoire; Constructivisme (psychologie); Cognition",9782843032530; 2843032539,9782843032530,
10725,Apprendre pour transmettre : l'éducation contre l'idéologie managériale /,"Rastier, François",PUF,Pédagogie; Enseignement; Philosophie; Éducation; Finalités; Rapport au savoir,9782130619482; 2130619487,9782130619482,
10726,Data flow 2 : design graphique et visualisation d'informations /,,Die Gestalten Verl,Infographie--1990-2020; Arts graphiques--1990-2020; Communication visuelle--1990-2020,9783899552966; 3899552962,9783899552966,https://covers.openlibrary.org/b/id/7261455-M.jpg?default=false
10727,Sociologies de la modernité : l'itinéraire du XXe siècle /,"Martuccelli, Danilo",Ed Gallimard,modernité--* sociologie,2070410501; 9782070410507,2070410501,https://covers.openlibrary.org/b/id/968602-M.jpg?default=false
10728,Forger la citoyenneté juvénile : anthropologie d'un rituel politique  /,"Csupor, Isabelle",Editions Antipodes,Jeunes adultes; Rites et cérémonies politiques--Suisse; Anthropologie politique; Citoyenneté--Jeunesse,9782889011803; 2889011801,9782889011803,
10729,L'antipopulisme ou La nouvelle haine de la démocratie /,"Chollet, Antoine 1980-....",Textuel,Populisme; Démocratie directe; Langage politique; Participation des citoyens,9782845979321; 2845979320,9782845979321,
10730,Le développement de l'enfant : du normal aux principaux troubles du développement /,"De Broca, Alain",Elsevier Masson,Child Development; Child Health; Developmental Disabilities; Pediatrics; Handbook; Enfants--Développement; Enfants atteints de troubles du développement,9782294777202; 2294777204,9782294777202,
10731,Manuel de recherche en sciences sociales /,"Marquet, Jacques",Armand Colin,Sciences sociales--Recherche; Sciences sociales--Méthodologie; Sciences sociales--Recherche.; Sciences sociales--Méthodologie.; Manuels d'enseignement supérieur,9782200633950; 2200633955,9782200633950,https://covers.openlibrary.org/b/id/11519347-M.jpg?default=false
10732,La rédaction pour la recherche en santé  /,"Maisonneuve, Hervé",Doin,Medical Writing; Biomedical Research; Practice Guideline; Recherche documentaire; Publications--Rédaction--Santé; Rédaction scientifique et technique; Guides pratiques,9782704017300; 2704017301,9782704017300,https://covers.openlibrary.org/b/isbn/2704017301-M.jpg?default=false
10733,"Labo-SURF : nouveau concept : du laboratoire au diagnostic, du diagnostic clinique au laboratoire /","Furger, Philipp-Michael",D& F Editions,"Clinical Laboratory Techniques; Diagnostic Tests, Routine; Diagnosis, Differential",9783905699494; 3905699494,9783905699494,
10734,"Docteur, j'ai ... : [stratégies diagnostiques et thérapeutiques en médecine ambulatoire] /","Raetzo, Marc-André",Médecine et hygiène,"Decision Making; Diagnosis, Differential; Diagnosis; Family Practice--methods; Medical History Taking--methods; Diagnostic; Soins médicaux ambulatoires; Handbook",9782880494261; 2880494265,9782880494261,
10735,"Tôkyô, nouvelle capitale : les estampes japonaises de l'ère Meiji /","Koyama-Richard, Brigitte",Scala,Estampe--Japon--1868-1912 (Ère Meiji),9782359882797; 2359882791,9782359882797,
10736,Encyclopédie de la broderie à l'aiguille /,"Biessy, Martine 19..-....",Eyrolles,Broderie; Guides pratiques,9782212678819; 2212678819,9782212678819,
10737,"Mochi : Daikuku, dorayaki et autres pâtisseries japonaises /","Kié, Laure",Mango Editions,Pâtisserie--Japon,9782317029004; 2317029004,9782317029004,
10738,Les couleurs de Luce /,"Soriano, Cristiana",Sassi,,9788830307698; 8830307696,9788830307698,https://covers.openlibrary.org/b/id/12669283-M.jpg?default=false
10739,Carrés au crochet en 3D : 100 modèles au crochet pour des carrés en relief /,"Moore, Caitie",Neva éditions,Travaux au crochet,9782350553061; 235055306X,9782350553061,
10740,La cuisine chinoise illustrée /,"Zhang, Margot",Mango,Cuisine chinoise; Guides pratiques,9782317033193; 2317033192,9782317033193,
10741,"La science, c'est pas du cinéma ! /","Montaigne, Marion",Ankama,Vulgarisation scientifique; Cinéma--Effets spéciaux; Bandes dessinées,9782359102208; 2359102206,9782359102208,https://covers.openlibrary.org/b/id/7986850-M.jpg?default=false
10742,Car un jour de vengeance /,"Julhiet, Alexandra",Calmann-Lévy noir,,9782702185759; 2702185754,9782702185759,
10743,Dictature 2.0 : quand la Chine surveille son peuple (et demain le monde) /,"Strittmatter, Kai 1965-",Tallandier,Chine (république populaire)--2000-....; Internet--Aspect politique; Surveillance électronique; Contrôle social; Chine--1990-2020,9791021043176,9791021043176,
10744,"Pâturages et fôrets collectifs : économie, participation, durabilité = Kollektive Weiden und Wälder : Ökonomie, Participation, Nachhaltigkeit /",,Chronos,Durabilité (écologie)--Alpes (chaîne); Forêts--Gestion--Histoire--Alpes (chaîne); Gestion des pâturages--Alpes (chaîne)--Histoire; Articles de périodiques,9783034015332; 303401533X,9783034015332,
10745,Sankt-Galler Geschichte 2003 /,,Amt für Kultur des Kantons St Gallen,"Saint-Gall (Suisse, canton)--origines / 21e s. (début)",3908048435; 9783908048435,3908048435,
10746,Ce que parler veut dire : l'économie des échanges linguistiques /,"Bourdieu, Pierre",Fayard,Éloquence politique; Sociolinguistique; langage--* sociologie politique; discours (linguistique)--* sociologie politique,2213012164; 9782213012162,2213012164,https://covers.openlibrary.org/b/id/974218-M.jpg?default=false
10747,"La fin des rapports de travail dans la fonction publique : principes généraux, LPers-CH, LPers-VD /","Wyler, Rémy, 1960-",Stämpfli,öffentliches Personalrecht; öffentlicher Angestellter; Bundesrecht; kantonales Recht; öffentlich-rechtliches Dienstverhältnis; Beendigung; Pensionierung; Kündigung; fristlose Kündigung; wichtiger Grund; disziplinarische Entlassung; administrative Entlassung; Schweiz; Waadt,9783727222313; 372722231X,9783727222313,
10748,Der Grundstückkauf = La vente immobilière : Beiträge der Weiterbildungsseminare der Stiftung Schweizerisches Notariat vom 20. Januar 2009 in Zürich und Lausanne /,,Schulthess,contrat de vente--propriété immobilière--* droit--Suisse--[congrès]; Grundstückkauf; Schweiz,9783725559909; 3725559902,9783725559909,
10749,La clause pénale : étude générale de l'institution et de quelques applications pratiques en droit de la construction /,"Couchepin, Gaspard, 1975-",Schulthess,peine conventionnelle--* droit--Suisse; peine conventionnelle--* droit comparé; droit de la construction--peine conventionnelle--Suisse; Konventionalstrafe; Rechtsgeschichte; Rechtsvergleichung; Rechtsnatur; Begriff; Schweiz; Deutschland; Frankreich; Vereinigtes Königreich,9783725555956; 3725555958,9783725555956,
10750,Droit du travail : éléments de droit suisse /,"Subilia, Olivier",Ed Bis & Ter SNC,droit du travail--Suisse--[manuel]; droit du travail--Suisse--[texte législatif]; Droit du travail; Contrat de travail; Arbeitsrecht; Einzelarbeitsvertrag; Gesamtarbeitsvertrag; Normalarbeitsvertrag; Gleichheit von Mann und Frau; Obligationenrecht(Bundesgesetz); Bundesgesetz über die Gleichstellung von Frau und Mann; Mitwirkungsgesetz; Suisse; Schweiz; [Législation]; Textreproduktion; Kommentar(Werk),9782940394258; 2940394253,9782940394258,
10751,La délégation d'activités étatiques au secteur privé /,,Schulthess,Administration publique; Délégation des pouvoirs (science politique); Secteur privé; Responsabilité; État; staatliches Handeln; öffentlichrechtliche Aufgabe; Zuständigkeitsübertragung; Outsourcing; Privatisierung; Privatperson; Privatwirtschaft; Schweiz; [Actes de congrès],9783725585786; 3725585784,9783725585786,
10752,Droit du travail et procédure civile /,"Dietschy, Patricia, 1984-",Helbing Lichtenhahn,Arbeitsrecht; Zivilprozess; Organisation(Verfahren); Zuständigkeit; Ausstand; Rechtsbegehren; Streitwert; Verfahrenspartei; Prozessvertretung; Rechtshängigkeit; Rechtskraft(Entscheid); Verfahrensgrundsatz; Klage; Vereinigung von Verfahren; Trennung von Verfahren; Sistierung des Verfahrens; Frist; Eröffnung des Entscheids; Gerichtskosten; Parteientschädigung; Rückzug(Rechtsvorkehr); Vergleich; Beweis; Verfahrensablauf; Schweiz,9783719044299; 3719044297,9783719044299,
10753,Les procédures en droit du travail /,,Schulthess Editions romandes,Droit du travail; Procédure civile; Mémoires (procédure civile); Administration publique; Fonction publique; Arbitrage (droit du travail); Procédure (droit); Licenciements économiques; Règlement de conflits; Enquêtes; Vérification interne; Entreprises; Arbeitsrecht; Einzelarbeitsvertrag; Zivilprozess; Rechtsbegehren; öffentlicher Angestellter; Bundesrecht; Schiedsfähigkeit; Massenentlassung; Selbstkontrolle; Unternehmung; Betriebsordnung; Suisse; Schweiz; [Actes de congrès],3725587639; 9783725587636,3725587639,
10754,Les conflits de travail en procédure civile suisse /,"Dietschy, Patricia, 1984-",Helbing Lichtenhahn,conflit du travail--droit du travail--* procédure civile--Suisse; Arbeitsrecht; Einzelarbeitsvertrag; Gesamtarbeitsvertrag; Kollektivarbeitsstreitigkeit; Streitgegenstand; Zivilprozess; Bundesrecht; Organisation(Verfahren); richterliche Behörde; Verfahrensablauf; Rechtsmittel; Travail - Conflits; Procédure civile; Schweiz; Suisse; [Thèses et écrits académiques],9783719030940; 3719030946,9783719030940,
10755,Studies in literature /,"Quiller-Couch, Arthur Thomas",The University Press,,,,https://covers.openlibrary.org/b/id/5764231-M.jpg?default=false
10756,"Milan sans frontières : le culte et la circulation des reliques ambrosiennes, l'art et l'architecture (IVe-VIe siècle) /","Filipová, Alžběta",Viella,Art paléochrétien--Italie--Milan (Italie); Saints--Culte--Italie--Milan (Italie)--3e-8e siècles; Reliques--Italie--Milan (Italie)--3e-8e siècles; Liturgie et art--Italie--Milan (Italie)--3e-8e siècles,9788833133003; 8833133001,9788833133003,
10757,Histoire des sociétés d'étudiants à Lausanne /,"Meuwly, Olivier, 1963-",Université de Lausanne,"société d'étudiants--Lausanne (Suisse, VD)--19e s.",,,
10758,Les compléments alimentaires qui guérissent /,"Le Bail, Didier",Mosaïque-santé,Compléments alimentaires; Complementary Therapies; Dietary Supplements; Guides pratiques,9782849390924; 2849390925,9782849390924,https://covers.openlibrary.org/b/id/14489660-M.jpg?default=false
10759,Végétarien sans carences : j'équilibre mes apports et je me régale avec 80 recettes ultra-gourmandes /,"Cocaul, Arnaud",Albin Michel,Cuisine végétarienne,9782226454386; 2226454381,9782226454386,
10760,Ma cuisine Ayurveda : recettes pour un esprit et un corps sains /,"Fabrie, Biance",First,Ayurveda; Cuisine végétarienne,782412087640,,
10761,Dormir en pleine nature : 200 lieux d'exception en Europe pour rêver sous les étoiles /,"Walker, Kerry",Lonely planet,Hébergement touristique; Refuges de montagne; Refuges forestiers (abris),9782816195798; 2816195791,9782816195798,
